Price,Currency,URL,Seller,Location,Size,Floor,Year,Property Type,Phone
95000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169260831827692&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Център",100,4,1970,Продава 3-СТАЕН,0898677625
100000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171594002309268&slink=auysd2&f1=4,monolit-bg.imot.bg,"град Габрово, Център",86,N/A,N/A,Продава 3-СТАЕН,0885118119
108000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169451339304161&slink=auysd2&f1=4,monolit-bg.imot.bg,"град Габрово, Център",60,N/A,N/A,Продава 3-СТАЕН,0885118119
110000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165831775328771&slink=auysd2&f1=4,monolit-bg.imot.bg,"град Габрово, Център",150,N/A,N/A,Продава 3-СТАЕН,0885118119
110000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171646967832133&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Център",87,N/A,N/A,Продава 3-СТАЕН,0890176992
60000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c137180226355252&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",240,N/A,N/A,Продава 3-СТАЕН,0884119159
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170730744369137&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",95,3,N/A,Продава 3-СТАЕН,0884119159
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170446179378463&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",250,N/A,N/A,Продава 3-СТАЕН,0884119159
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168915003541075&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Център",95,N/A,N/A,Продава 3-СТАЕН,0892235961
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156136421525911&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",90,4,N/A,Продава 3-СТАЕН,0892235961
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167405102110202&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",97,N/A,N/A,Продава 3-СТАЕН,0887602324
68000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171404344138929&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",104,3,N/A,Продава 3-СТАЕН,0878528724
70000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170427105715161&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",132,N/A,N/A,Продава 3-СТАЕН,0886270697
70000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169270741662689&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",79,3,2010,Продава 3-СТАЕН,0884119159
72000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163724135765630&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",160,N/A,1960,Продава 3-СТАЕН,0884119159
75000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c148542855182412&slink=auysd2&f1=5,monolit-bg.imot.bg,"град Габрово, Център",85,5,N/A,Продава 3-СТАЕН,0885118119
76000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171585388929520&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",78,3,N/A,Продава 3-СТАЕН,0898675565
76000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170498205939479&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",120,3,N/A,Продава 3-СТАЕН,0888181250
150000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170532626921446&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",116,N/A,1980,Продава 3-СТАЕН,0887710070
66500,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169804215498394&slink=auysd2&f1=5,koevimotiaddress.imot.bg,"град Габрово, Център",116,4,N/A,Продава 3-СТАЕН,N/A
80000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166142610181514&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",87,5,1980,Продава 3-СТАЕН,0884119159
159000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170557156020319&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",81,N/A,N/A,Продава 3-СТАЕН,0896752740
159000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171749746363500&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",81,4,1970,Продава 3-СТАЕН,0887602324
159999,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171050313856617&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",130,4,N/A,Продава 3-СТАЕН,0884119159
160500,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161699432987547&slink=auysd2&f1=5,monolit-bg.imot.bg,"град Габрово, Център",132,N/A,N/A,Продава 3-СТАЕН,0885118119
160800,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161699476686160&slink=auysd2&f1=5,monolit-bg.imot.bg,"град Габрово, Център",120,3,N/A,Продава 3-СТАЕН,0885118119
165000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c172052195832487&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",86,N/A,N/A,Продава 3-СТАЕН,0893068531
87000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167576299290746&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",137,N/A,N/A,Продава 3-СТАЕН,0892235961
175000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171507125625633&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",81,N/A,2010,Продава 3-СТАЕН,0887602324
75400,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166729189143901&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",133,3,2020,Продава 3-СТАЕН,0887602324
94500,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171137435553910&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",116,5,N/A,Продава 3-СТАЕН,0884119159
79650,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170307326060626&slink=auysd2&f1=5,koevimotiaddress.imot.bg,"град Габрово, Център",69,N/A,N/A,Продава 3-СТАЕН,N/A
100000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154391718481428&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",95,N/A,2009,Продава 3-СТАЕН,0884119159
100000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170723027309327&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",140,N/A,N/A,Продава 3-СТАЕН,0884119159
83950,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170314841408879&slink=auysd2&f1=5,koevimotiaddress.imot.bg,"град Габрово, Център",73,4,N/A,Продава 3-СТАЕН,N/A
210000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c152396469988733&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",115,3,2010,Продава 3-СТАЕН,0884119159
210000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171819483597000&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",98,9,N/A,Продава 3-СТАЕН,0887602324
110000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168924983676171&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",90,N/A,1980,Продава 3-СТАЕН,0884119159
110000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171524250296631&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",79,N/A,N/A,Продава 3-СТАЕН,0890176993
110000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161659340063075&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",79,N/A,N/A,Продава 3-СТАЕН,0888181250
220000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168845991288942&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",188,N/A,N/A,Продава 3-СТАЕН,0890176993
116000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c124748638731328&slink=auysd2&f1=5,monolit-bg.imot.bg,"град Габрово, Център",86,4,N/A,Продава 3-СТАЕН,N/A
228590,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170600931200781&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",127,N/A,N/A,Продава 3-СТАЕН,0893068531
120000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168303463884235&slink=auysd2&f1=5,sdelka.imot.bg,"град Габрово, Център",105,3,2012,Продава 3-СТАЕН,0897999595
120080,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167154326187615&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",127,3,2025,Продава 3-СТАЕН,0887602324
247000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169035663656338&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",150,N/A,1996,Продава 3-СТАЕН,0898677625
250000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169761276088097&slink=auysd2&f1=6,dikova.imot.bg,"град Габрово, Център",129,N/A,N/A,Продава 3-СТАЕН,0892235961
106950,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170439793680327&slink=auysd2&f1=6,koevimotiaddress.imot.bg,"град Габрово, Център",93,N/A,N/A,Продава 3-СТАЕН,N/A
130000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171628069812741&slink=auysd2&f1=6,dikova.imot.bg,"град Габрово, Център",108,N/A,N/A,Продава 3-СТАЕН,0896752740
127000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171266718094514&slink=auysd2&f1=6,msbuild.imot.bg,"град Габрово, Център",127,3,2025,Продава 3-СТАЕН,0885082359
300000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159471362638975&slink=auysd2&f1=6,dikova.imot.bg,"град Габрово, Център",129,N/A,N/A,Продава 3-СТАЕН,N/A
321000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171292554035506&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",213,N/A,N/A,Продава 3-СТАЕН,0884119159
165750,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171093814556105&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",221,5,2018,Продава 3-СТАЕН,0884119159
150000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171266635388123&slink=auysd2&f1=6,msbuild.imot.bg,"град Габрово, Център",150,N/A,2025,Продава 3-СТАЕН,0885082359
154000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170711932761670&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",140,4,2024,Продава 3-СТАЕН,0884119159
230000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161406020787263&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",165,N/A,2011,Продава 3-СТАЕН,0884119159
80000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d161737932613813&slink=auysd2&f1=6,monolit-bg.imot.bg,"град Габрово, Център",116,N/A,N/A,Продава 4-СТАЕН,0885118119
74000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d142071523530950&slink=auysd2&f1=6,monolit-bg.imot.bg,"град Габрово, Център",130,N/A,2022,Продава 4-СТАЕН,0885118119
75400,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d169804414817188&slink=auysd2&f1=6,koevimotiaddress.imot.bg,"град Габрово, Център",132,4,N/A,Продава 4-СТАЕН,N/A
95000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d169650480716113&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",120,N/A,1980,Продава 4-СТАЕН,0887710070
102000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d156042231079704&slink=auysd2&f1=6,monolit-bg.imot.bg,"град Габрово, Център",110,N/A,N/A,Продава 4-СТАЕН,0885118119
115000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d171769958619396&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",92,N/A,N/A,Продава 4-СТАЕН,0885151488
28000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1a168258466851120&slink=auysd2&f1=2,regent.imot.bg,"град Габрово, Център",30,N/A,1960,Продава 1-СТАЕН,0887602324
23000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1a171385612982173&slink=auysd2&f1=2,dikova.imot.bg,"град Габрово, Център",28,N/A,N/A,Продава 1-СТАЕН,0893068531
50000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1a170478785533839&slink=auysd2&f1=2,regent.imot.bg,"град Габрово, Център",47,N/A,1960,Продава 1-СТАЕН,0887602324
58000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1a169883746107080&slink=auysd2&f1=2,monolit-bg.imot.bg,"град Габрово, Център",49,N/A,N/A,Продава 1-СТАЕН,0885118119
39100,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1a170326500283712&slink=auysd2&f1=2,koevimotiaddress.imot.bg,"град Габрово, Център",34,N/A,N/A,Продава 1-СТАЕН,N/A
47150,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1a170439858236167&slink=auysd2&f1=2,koevimotiaddress.imot.bg,"град Габрово, Център",41,3,N/A,Продава 1-СТАЕН,N/A
53000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1a171750128570786&slink=auysd2&f1=2,regent.imot.bg,"град Габрово, Център",53,N/A,2024,Продава 1-СТАЕН,0886886888
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1a171991847422357&slink=auysd2&f1=2,dikova.imot.bg,"град Габрово, Център",50,4,N/A,Продава 1-СТАЕН,0898675565
60000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153008073655061&slink=auysd2&f1=2,regent.imot.bg,"град Габрово, Бичкиня",65,5,N/A,Продава 2-СТАЕН,0897502002
75000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171679807769286&slink=auysd2&f1=2,dikova.imot.bg,"град Габрово, Бичкиня",53,N/A,N/A,Продава 2-СТАЕН,0890176993
39900,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170246713043694&slink=auysd2&f1=2,sdelka.imot.bg,"град Габрово, Бичкиня",60,3,N/A,Продава 2-СТАЕН,0896840926
72000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171705840800405&slink=auysd2&f1=2,regent.imot.bg,"град Габрово, Дядо Дянко",72,N/A,1970,Продава 2-СТАЕН,0886457295
37500,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171829090161391&slink=auysd2&f1=2,superimotibg.imot.bg,"град Габрово, Дядо Дянко",70,N/A,N/A,Продава 2-СТАЕН,0882638423
75000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171637965532807&slink=auysd2&f1=2,dikova.imot.bg,"град Габрово, Дядо Дянко",71,N/A,N/A,Продава 2-СТАЕН,0896370408
39900,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168362224796456&slink=auysd2&f1=2,koevimotiaddress.imot.bg,"град Габрово, Дядо Дянко",60,4,N/A,Продава 2-СТАЕН,N/A
80000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169986732880446&slink=auysd2&f1=2,regent.imot.bg,"град Габрово, Дядо Дянко",78,N/A,1980,Продава 2-СТАЕН,0887710070
68000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169884451003253&slink=auysd2&f1=2,regent.imot.bg,"град Габрово, Младост",57,N/A,N/A,Продава 2-СТАЕН,0883750505
71000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169874909229735&slink=auysd2&f1=2,monolit-bg.imot.bg,"град Габрово, Младост",67,5,N/A,Продава 2-СТАЕН,0885118119
71000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163370019659585&slink=auysd2&f1=2,regent.imot.bg,"град Габрово, Младост",67,5,1975,Продава 2-СТАЕН,0887602324
78000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171170611159993&slink=auysd2&f1=2,sdelka.imot.bg,"град Габрово, Младост",61,N/A,N/A,Продава 2-СТАЕН,0897999595
78000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168484007097493&slink=auysd2&f1=2,sdelka.imot.bg,"град Габрово, Младост",55,N/A,N/A,Продава 2-СТАЕН,0896840926
80000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167540838538181&slink=auysd2&f1=2,dikova.imot.bg,"град Габрово, Младост",65,N/A,N/A,Продава 2-СТАЕН,0898677625
83000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171566989327957&slink=auysd2&f1=2,regent.imot.bg,"град Габрово, Младост",58,N/A,N/A,Продава 2-СТАЕН,0884119159
51000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171595395692540&slink=auysd2&f1=2,sdelka.imot.bg,"град Габрово, Младост",55,4,N/A,Продава 2-СТАЕН,0894559910
99900,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171585195728272&slink=auysd2&f1=2,monolit-bg.imot.bg,"град Габрово, Младост",68,N/A,N/A,Продава 2-СТАЕН,0885118119
110000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171938698193772&slink=auysd2&f1=2,dikova.imot.bg,"град Габрово, Младост",63,N/A,N/A,Продава 2-СТАЕН,0893068531
63500,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171326701326921&slink=auysd2&f1=2,monolit-bg.imot.bg,"град Габрово, Младост",65,N/A,N/A,Продава 2-СТАЕН,0885118119
124500,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171102651530732&slink=auysd2&f1=2,koevimotiaddress.imot.bg,"град Габрово, Младост",67,N/A,N/A,Продава 2-СТАЕН,0886247408
150000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171818328106821&slink=auysd2&f1=2,dikova.imot.bg,"град Габрово, Младост",64,N/A,N/A,Продава 2-СТАЕН,0896370408
45000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167767869867519&slink=auysd2&f1=2,paragon.imot.bg,"град Габрово, Русевци",57,N/A,N/A,Продава 2-СТАЕН,0889507112
79500,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169096799218927&slink=auysd2&f1=2,dikova.imot.bg,"град Габрово, Сирмани",68,6,N/A,Продава 2-СТАЕН,0893068531
68000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170557883807332&slink=auysd2&f1=2,dikova.imot.bg,"град Габрово, Трендафил 1",58,N/A,N/A,Продава 2-СТАЕН,0892235961
37000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168855046334305&slink=auysd2&f1=2,sdelka.imot.bg,"град Габрово, Трендафил 1",65,6,N/A,Продава 2-СТАЕН,0894559910
53686,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170973253643568&slink=auysd2&f1=2,regent.imot.bg,"град Габрово, Трендафил 1",57,4,N/A,Продава 2-СТАЕН,0889514617
55000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172009744380592&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Трендафил 1",70,N/A,N/A,Продава 2-СТАЕН,0884119159
60000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172009762415372&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Трендафил 1",71,4,N/A,Продава 2-СТАЕН,0884119159
55000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170964459981604&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Трендафил 2",48,N/A,N/A,Продава 2-СТАЕН,0884119159
58000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171508398027525&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Трендафил 2",40,N/A,N/A,Продава 2-СТАЕН,N/A
95000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171939141425943&slink=auysd2&f1=3,dikova.imot.bg,"град Габрово, Трендафил 2",62,6,N/A,Продава 2-СТАЕН,0890176992
55000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168657353953936&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",63,N/A,N/A,Продава 2-СТАЕН,0886270697
55000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168655955977191&slink=auysd2&f1=3,dikova.imot.bg,"град Габрово, Център",62,N/A,N/A,Продава 2-СТАЕН,0898675565
55000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170679313064871&slink=auysd2&f1=3,accent_vt.imot.bg,"град Габрово, Център",62,N/A,N/A,Продава 2-СТАЕН,0878787185
64000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172069511673450&slink=auysd2&f1=3,paragon.imot.bg,"град Габрово, Център",58,3,1959,Продава 2-СТАЕН,0889507112
70000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164620660632145&slink=auysd2&f1=3,dikova.imot.bg,"град Габрово, Център",67,4,1980,Продава 2-СТАЕН,0896752740
73000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b167153409325538&slink=auysd2&f1=3,dikova.imot.bg,"град Габрово, Център",59,5,1974,Продава 2-СТАЕН,0893068531
73000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165821745753970&slink=auysd2&f1=3,paragon.imot.bg,"град Габрово, Център",63,5,1974,Продава 2-СТАЕН,0889507112
40000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171629525896883&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",54,N/A,N/A,Продава 2-СТАЕН,0894386388
80000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166295785336705&slink=auysd2&f1=3,monolit-bg.imot.bg,"град Габрово, Център",66,N/A,1980,Продава 2-СТАЕН,0885118119
80000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171940695002550&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",63,5,N/A,Продава 2-СТАЕН,0883750505
85000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170679675015230&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",62,5,N/A,Продава 2-СТАЕН,0884119159
85000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170800633472540&slink=auysd2&f1=3,dikova.imot.bg,"град Габрово, Център",62,N/A,N/A,Продава 2-СТАЕН,0896752740
85000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171533904425903&slink=auysd2&f1=3,dikova.imot.bg,"град Габрово, Център",76,N/A,N/A,Продава 2-СТАЕН,0896370408
88000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171015686044025&slink=auysd2&f1=3,koevimotiaddress.imot.bg,"град Габрово, Център",50,3,N/A,Продава 2-СТАЕН,N/A
90000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171094632795537&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",68,4,1975,Продава 2-СТАЕН,0887602324
50000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165043233071723&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",55,6,2010,Продава 2-СТАЕН,0884119159
55000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169574044405420&slink=auysd2&f1=3,superimotibg.imot.bg,"град Габрово, Център",71,5,1979,Продава 2-СТАЕН,0882638423
110000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171558657698818&slink=auysd2&f1=3,dikova.imot.bg,"град Габрово, Център",74,N/A,N/A,Продава 2-СТАЕН,0898677625
117000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171015125053535&slink=auysd2&f1=3,dikova.imot.bg,"град Габрово, Център",72,N/A,N/A,Продава 2-СТАЕН,0896752740
117000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171395178527554&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",72,4,N/A,Продава 2-СТАЕН,0884119159
119000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165028727821204&slink=auysd2&f1=3,dikova.imot.bg,"град Габрово, Център",87,3,N/A,Продава 2-СТАЕН,0869370408
65600,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169893656354471&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",82,N/A,N/A,Продава 2-СТАЕН,0884119159
66600,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168251204197849&slink=auysd2&f1=3,sdelka.imot.bg,"град Габрово, Център",82,N/A,N/A,Продава 2-СТАЕН,0896840926
67000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153632964461416&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",67,N/A,1978,Продава 2-СТАЕН,0884119159
67864,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b169893631271416&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",85,N/A,N/A,Продава 2-СТАЕН,0884119159
68864,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b168251133332268&slink=auysd2&f1=3,sdelka.imot.bg,"град Габрово, Център",85,N/A,N/A,Продава 2-СТАЕН,0897999595
59800,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170439907454991&slink=auysd2&f1=3,koevimotiaddress.imot.bg,"град Габрово, Център",52,3,N/A,Продава 2-СТАЕН,N/A
80000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164422495307688&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",125,N/A,N/A,Продава 2-СТАЕН,0888181250
164930,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170601793506504&slink=auysd2&f1=3,dikova.imot.bg,"град Габрово, Център",91,N/A,N/A,Продава 2-СТАЕН,0893068531
71200,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172069448002216&slink=auysd2&f1=3,monolit-bg.imot.bg,"град Габрово, Център",89,N/A,N/A,Продава 2-СТАЕН,0885118119
74000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171412867461633&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",74,3,2025,Продава 2-СТАЕН,0887602324
90000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b171093795439979&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",120,5,2018,Продава 2-СТАЕН,0884119159
88000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170711905966915&slink=auysd2&f1=3,regent.imot.bg,"град Габрово, Център",80,N/A,2024,Продава 2-СТАЕН,0884119159
